index,brand,model,Specification,Device,price,Rating,processor_brand,processor_tier,num_cores,num_threads,ram_memory,primary_storage_type,primary_storage_capacity,secondary_storage_type,secondary_storage_capacity,gpu_brand,gpu_type,is_touch_screen,display_size,resolution_width,resolution_height,os,year_of_warranty
243,asus,Asus Vivobook 16X 2023 K3605VC-MB542WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Laptop,89990,67,intel,core i5,12,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
244,asus,Asus TUF Gaming F17 FX706HF-HX018W,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,55689,64,intel,core i5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,17.3,1920,1080,windows,1
245,hp,HP 15-eg3036TU,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home,Laptop,89490,69,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
246,acer,Acer Predator Helios Neo 16 PHN16-71,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,119990,75,intel,core i7,16,24,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,1920,1200,windows,1
247,msi,MSI Cyborg 15 A12UCX-264IN,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,65490,69,intel,core i5,8,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
248,hp,HP 15-fc0026AU,AMD Ryzen 3 7320U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,34990,54,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
249,asus,Asus Vivobook S14 Flip 2022 TN3402QA-LZ741WS,AMD Ryzen 7-5800H/ 16GB/ 512GB SSD/Win11,Laptop,69990,70,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,TRUE,14,1920,1200,windows,1
250,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA543WS,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,78990,65,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,2880,1620,windows,1
251,asus,Asus Vivobook S15 OLED 2023 S5504VA-MA953WS,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11,Laptop,105739,71,intel,core i9,14,20,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,2880,1620,windows,1
252,asus,Asus Vivobook 15 2023 X1504VA-NJ324WS,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,42990,59,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
253,honor,Honor MagicBook X14 2023 FRI-F56,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,54990,66,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
254,lenovo,Lenovo E41-55,Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11,Laptop,21990,53,amd,other,2,2,8,SSD,256,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
255,lenovo,Lenovo V15 G3 82TTA00VIH,12th Gen Core i3/ 8GB/ 512GB SSD/Win11,Laptop,33400,53,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
256,hp,HP Victus 15-fb0108AX,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,50990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,FALSE,15.6,1920,1080,windows,1
257,dell,Dell Vostro 3425 M552321WIN9S,AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,50990,68,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
258,msi,MSI Modern 14 C7M-062IN,Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11,Laptop,43990,62,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
259,acer,Acer Extensa 15 EX215-33,Intel Core i3 N305/ 8GB/ 256GB SSD/ Win11 Home,Laptop,27990,49,intel,core i3,8,8,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
260,msi,MSI Sword 15 A12VF-401IN,12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,105990,79,intel,core i7,10,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,2
261,hp,HP ProBook 445 G8 Business,AMD Ryzen 7 5800U/ 8GB/ 512GB SSD/ Win11,Laptop,46990,68,amd,ryzen 7,8,16,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
262,acer,Acer Aspire 5 UN.K3JSI.004,12th Gen Core i5/ 12GB/ 512GB SSD/ Win11 Home,Laptop,46990,67,intel,core i5,10,12,12,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
263,asus,Asus Vivobook 15 OLED 2023 M1505YA-LK541WS,Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,53990,65,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
264,asus,Asus Vivobook Go 15 2023 E1504FA-NJ543WS,Ryzen 5 7520U / 16GB/ 512GB SSD/ Win11 Home,Laptop,48579,60,amd,ryzen 5,4,8,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
265,asus,Asus Vivobook 16 2023 M1605YA-MB741WS,Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,70990,65,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,16,1920,1200,windows,1
266,samsung,Samsung Galaxy Book 3 NP750XFG-KB1IN,13th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,69990,56,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
267,samsung,Samsung Galaxy Book 3 NP750XFG-KA3IN,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,75990,60,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
268,infinix,Infinix INBook Y1 Plus,10th Gen Core i3/ 8GB/ 256GB SSD/ Win 11 Home,Laptop,24990,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
269,hp,HP Victus 15-fb0107AX,Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,70990,69,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
270,asus,Asus VivoBook 15 X1500EA-EJ3379WS,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,30890,50,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
271,hp,HP Victus 15-fb0777AX,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,51990,67,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,dedicated,FALSE,15.6,1920,1080,windows,1
272,hp,HP Victus 16-d0311TX,11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,57990,73,intel,core i5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
273,hp,HP 15s-fr4000TU,11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,48450,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
274,hp,HP Envy x360 13-bf0121TU,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,79990,71,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,13.4,1920,1200,windows,1
275,hp,HP Pavilion 14-dv2014TU,12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11,Laptop,63990,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
276,hp,HP 255 G8 6X4B2PA,AMD Athlon 3050/ 4GB/ 256GB SSD/ DOS,Laptop,19299,39,amd,other,2,2,4,SSD,256,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,dos,1
277,dell,Dell Inspiron 5420,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,69999,62,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
278,asus,Asus VivoBook 14 2022 X1402ZA-MW511WS,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home,Laptop,62600,73,intel,core i5,12,16,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1080,windows,1
279,lenovo,Lenovo Legion 5 82JU00SYIN,AMD Ryzen 7 5800H/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph,Laptop,99990,78,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
280,msi,MSI Creator M16 A12UD-633IN,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph,Laptop,83990,78,intel,core i7,14,20,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1660,windows,2
281,hp,HP Victus 15-fb0050AX,AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph,Gaming Laptop,59871,71,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
282,hp,HP Pavilion 15s-fq5112TU,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,56999,54,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
283,asus,Asus ROG Zephyrus G15 2022 GA503RW-LN067WS,AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph,Gaming Laptop,144990,85,amd,ryzen 9,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,15.6,2560,1440,windows,1
284,hp,HP 15s-fq2673TU,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,40609,58,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
285,lenovo,Lenovo IdeaPad Gaming 3 82K201ULIN,Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,64990,74,amd,ryzen 5,6,12,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
286,apple,Apple MacBook Air 2022,Apple M2/ 8GB/ 512GB SSD/ MacOS,Laptop,132990,45,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,FALSE,13.6,2560,1664,mac,1
287,apple,Apple MacBook Pro 2022,Apple M2/ 8GB/ 512GB SSD/ macOS,Laptop,136990,45,apple,m2,8,8,8,SSD,512,No secondary storage,0,apple,apple,FALSE,13.3,2560,1600,mac,1
288,samsung,Samsung Galaxy Book2 15,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,54990,59,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,No information
289,lenovo,Lenovo IdeaPad D330 82H0001YIN,Celeron N4020/ 4GB/ 128GB eMMC/ Win10,Laptop,24990,49,intel,celeron,4,2,4,HDD,128,SSD,128,intel,integrated,TRUE,10.1,1200,800,windows,No information
290,hp,HP Pavilion 15-eg2009TU,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,63990,62,intel,core i5,12,16,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
291,hp,HP 247 G8 67U77PA,Athlon P-3045B HD/ 8GB/ 1TB HDD/ Win11,Laptop,24990,52,amd,other,2,2,8,HDD,1024,No secondary storage,0,amd,integrated,FALSE,14,1366,768,windows,1
292,samsung,Samsung Galaxy Book2 Pro 15,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11,Laptop,116990,68,intel,core i7,8,16,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1080,1920,windows,1
293,hp,HP 14s-fq1092au,Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,41750,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
294,realme,Realme Book Slim,11th Gen Core i3/ 8GB/ 256GB SSD/ Win10,Laptop,36990,52,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,14,1440,2160,windows,1
295,dell,Dell Inspiron 3501,11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10,Laptop,52199,56,intel,core i5,4,8,8,HDD,1024,SSD,256,intel,integrated,FALSE,15.6,1920,1080,windows,No information
296,avita,Avita Pura NS14A6,AMD Ryzen 5/ 8GB/ 512GB SSD/ Win10,Laptop,21390,56,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
297,hp,HP EliteBook 840 G6 (8LX79PA),8LX79PA,Laptop,90464,56,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,3
298,dell,Dell Inspiron 5370,8th Gen Core i7/ 8GB/ 256GB SSD/ Win10/ 4GB Graph,Laptop,87990,67,intel,core i7,4,8,8,SSD,256,No secondary storage,0,nvidia,dedicated,FALSE,13.3,1920,1080,windows,1
300,chuwi,Chuwi Gemibook X Pro,Intel Celeron N100/ 8 GB/ 256 GB SSD/ Win11 Home,Laptop,21990,50,intel,other,4,4,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,14.1,1920,1080,windows,1
301,chuwi,Chuwi CoreBook X,10th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,34990,54,intel,core i5,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,2160,1440,windows,1
302,avita,Avita Liber Liber E AM14A2INL54F,AMD Ryzen 5 5500U/ 8GB/ 256GB SSD/ Win11 Home,Laptop,32949,50,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,14,1920,1080,windows,1
303,lenovo,Lenovo ThinkPad X1 Fold Gen 1,Intel Core i5/ 8GB/ 1TB SSD/ Win10 Pro,Laptop,150000,64,intel,core i5,5,5,8,SSD,1024,No secondary storage,0,intel,integrated,TRUE,13.3,2048,1536,windows,1
304,dell,Dell G16 7630,13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph,Gaming Laptop,208490,80,intel,core i9,24,32,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
305,hp,HP Envy x360 15-fh0014AU,AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,79467,64,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,TRUE,15.6,1920,1080,windows,1
306,lenovo,Lenovo IdeaPad Slim 3 83ER008DIN,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,56990,57,intel,core i5,8,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
307,lenovo,Lenovo Ideapad Flex 5 14IAU7 82R700KHIN,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,54990,58,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
308,hp,HP 250 G9 95X38PA,12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS,Laptop,57500,51,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,dos,1
309,hp,HP 240 G9 8J0S5PA,12th Gen Core i5/ 8GB/ 512 GB SSD/ DOS,Laptop,54599,58,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,dos,1
310,lenovo,Lenovo ThinkBook 14 21DH00C1IH,12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,Laptop,62999,62,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,1
311,lenovo,Lenovo IdeaPad Slim 1 82R400BGIN,AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home,Laptop,36490,50,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
312,lenovo,Lenovo V14 82KAA0AMIH,11th Gen Core i5/ 8GB/ 512GB SSD/ DOS,Laptop,45990,58,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,dos,1
313,lenovo,Lenovo V14 82KAA01QIH,11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home,Laptop,46990,62,intel,core i5,4,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
314,msi,MSI Thin GF63 11UC-1494IN,11th Gen Core i7/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,66350,69,intel,core i7,8,16,16,HDD,1024,SSD,256,nvidia,dedicated,FALSE,15.6,1920,1080,windows,No information
315,lenovo,Lenovo IdeaPad Slim 3i 82RK011EIN,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,62990,66,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
316,dell,Dell Inspiron 3535,"AMD Ryzen R3-7320U,/ 8GB/ 512GB SSD/ Win11",Laptop,36731,53,amd,ryzen 3,4,8,8,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
317,hp,HP 15s-EQ2084AU,AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home,Laptop,51901,62,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,amd,integrated,FALSE,15.6,1920,1080,windows,1
318,dell,Dell Inspiron 7430 14 2 in 1,13th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,59890,58,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,1
319,lenovo,Lenovo Ideapad Slim 5 82XD006GIN,13th Gen Core i5/ 16 GB RAM/ 1TB SSD/ Win 11,Laptop,73990,57,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
320,lenovo,Lenovo IdeaPad Slim 5 14IAH8 83BF0043IN,12th Gen Core i5/ 16GB/ 1TB SSD/ Win11,Laptop,61990,60,intel,core i5,8,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
321,hp,HP 250 G9 95X40PA,12th Gen Core i7/ 8GB/ 512 GB SSD/ DOS,Laptop,67288,52,intel,core i7,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,dos,1
322,dell,Dell Inspiron 3520 IN3520RVTGV001ORB1,11th Gen Core i3/ 8GB/ 512GB SSD/ Win11,Laptop,34990,49,intel,core i3,2,4,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
323,lenovo,Lenovo Thinkpad E14 G4 21E3S00P00,12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,Laptop,74900,63,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,No information
324,dell,Dell Latitude 7440 14,13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Pro,Laptop,152000,59,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,14,1920,1200,windows,No information
325,lenovo,Lenovo IdeaPad Slim 3 82H803U0IN,11th Gen Core i3/ 8GB/ 256GB SSD/ Win11,Laptop,31990,51,intel,core i3,2,4,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
326,acer,Acer Aspire 3 15 A315-510P UN.KDHSI.019,Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home,Laptop,29990,47,intel,core i3,8,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
327,acer,Acer Aspire Lite 15 AL15-51 2023,11th Gen Core i5/ 16GB/ 1TB SSD/ Win11,Laptop,46500,64,intel,core i5,4,8,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
328,lenovo,Lenovo ThinkPad X1 Carbon 21HMS00000,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro,Laptop,218990,64,intel,core i7,10,12,16,SSD,1024,No secondary storage,0,intel,integrated,FALSE,14,1920,1200,windows,1
329,avita,Avita Liber AM15A2INT56F,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,32550,51,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
330,acer,Acer TravelMate P2 TMP214-53 14 Business,11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,49990,64,intel,core i7,4,8,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
331,acer,Acer Aspire Lite AL15-52,12th Gen Core i5/ 16GB/ 512GB SSD/ Win11,Laptop,44999,64,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
332,acer,Acer Aspire Lite AL15-52 2023,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,42999,62,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
333,avita,Avita Pura S101,Celeron N4020/ 8GB/256GB SSD/ Win11 Home,Laptop,19421,41,intel,celeron,2,2,8,SSD,256,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,windows,1
334,apple,Apple MacBook Pro 14 2023,Apple M3/ 8GB/ 1TB SSD/ macOS,Laptop,189900,53,apple,m3,8,8,8,SSD,1024,No secondary storage,0,apple,apple,FALSE,14.2,3024,1964,mac,1
335,apple,Apple MacBook Pro 14 2023,Apple M3 Pro/ 18GB/ 1TB SSD/ macOS,Laptop,239900,58,apple,m3,12,12,8,SSD,1024,No secondary storage,0,apple,apple,FALSE,14.2,3024,1964,mac,1
336,lenovo,Lenovo Yoga Slim 7i Carbon 13IRP8 83AY003CIN,13th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home,Laptop,123190,67,intel,core i7,12,16,16,SSD,1024,No secondary storage,0,intel,integrated,TRUE,13.3,2560,1600,windows,1
337,asus,Asus Chromebook CX1500CKA-EJ0247,Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS,Laptop,32825,37,intel,celeron,2,2,8,HDD,128,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,chrome,1
338,lenovo,Lenovo Ideapad Gaming 3 15ARH7 82SB00QJIN,AMD Ryzen 5 7535HS / 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,68990,66,amd,ryzen 5,6,12,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
339,acer,Acer Aspire 5 A515-57 NX.K3JSI.006,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home,Laptop,46990,63,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
340,lenovo,Lenovo LOQ 15APH8 82XT004KIN,AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph,Gaming Laptop,107911,75,amd,ryzen 7,8,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
341,lenovo,Lenovo IdeaPad Gaming 3 Gen 6 82K2028QIN,AMD Ryzen 5 5500H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph,Gaming Laptop,51894,65,amd,ryzen 5,4,8,8,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
342,asus,Asus Chromebook CX1400FKA-EC0168,Celeron N4500/ 8GB/ 128GB eMMC/ Chrome OS,Laptop,30199,44,intel,celeron,2,2,8,HDD,128,No secondary storage,0,intel,integrated,TRUE,14,1920,1080,chrome,1
343,avita,Avita Pura S102,Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home,Laptop,20999,43,intel,celeron,2,2,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
344,apple,Apple MacBook Pro 14 2023,Apple M3/ 8GB/ 512GB SSD/ macOS,Laptop,169900,51,apple,m3,8,8,8,SSD,512,No secondary storage,0,apple,apple,FALSE,14.2,3024,1964,mac,1
345,hp,HP Spectre x360 14-ef2036TU,13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home,Laptop,155299,70,intel,core i7,10,12,16,SSD,512,No secondary storage,0,intel,integrated,TRUE,13.5,3000,2000,windows,1
346,hp,HP Omen 16-xd0005AX,AMD Ryzen 7 7840HS/ 16GB/ 1TB SSD/ Win11/ 6GB Graph,Gaming Laptop,111943,78,amd,ryzen 7,8,16,16,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16.1,1920,1080,windows,1
347,hp,HP ProBook 440 G9 821M3PA,12th Gen Core i5/ 8GB/ 512GB SSD/ Win11,Laptop,76599,69,intel,core i5,10,12,16,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1366,768,windows,1
348,hp,HP 15s-FR5012TU,12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home,Laptop,40990,57,intel,core i3,6,8,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
349,acer,Acer Aspire Lite AL15-51 15 2023,11th Gen Core i5/ 8GB/ 1TB SSD/ Win11,Laptop,46490,63,intel,core i5,4,8,8,SSD,1024,No secondary storage,0,intel,integrated,FALSE,15.6,1920,1080,windows,1
350,lenovo,Lenovo S14 Gen 3 82TW000VIH,12th Gen Core i5/ 8GB/ 512GB SSD/ DOS,Laptop,46990,57,intel,core i5,10,12,8,SSD,512,No secondary storage,0,intel,integrated,FALSE,14,1920,1080,dos,3
351,hp,HP Victus 15-fa1134TX,12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph,Laptop,99470,77,intel,core i7,10,16,16,SSD,512,No secondary storage,0,nvidia,dedicated,FALSE,15.6,1920,1080,windows,1
352,lenovo,Lenovo Legion Pro 7 82WQ007UIN,13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph,Gaming Laptop,359095,86,intel,core i9,24,32,32,SSD,1024,No secondary storage,0,nvidia,dedicated,FALSE,16,2560,1600,windows,1
353,microsoft,Microsoft Surface,12th Gen Core i5/ 8GB RAM/ 256 GB SSD/ Win 11,Laptop,79990,58,intel,core i5,10,12,8,SSD,256,No secondary storage,0,intel,integrated,TRUE,12.4,1536,1024,windows,1
